id,translation
ID_SHOP_CATEGORY_WAR_ORBS_LABEL,WAR ORBS
ID_SHOP_CATEGORY_BATTLEGROUND_DESCRIPTION,Directly purchase the items you need.
ID_SHOP_CATEGORY_BATTLEGROUND_LABEL,ARENA STORE
ID_SHOP_DURATION,{duration}
ID_SHOP_MORE_REFRESHES,More Refreshes\nin {duration}
ID_SHOP_NEXT_FREE_REFRESH,Next Free Refresh at VIP {vip}
ID_SHOP_SHIPMENTS_REFRESH,SUPPLIES REFRESH in {duration}
ID_SHOP_SPECIAL_BEST_OFFER,BEST OFFER
ID_SHOP_SPECIAL_MOST_POPULAR,MOST POPULAR
ID_SHOP_TERMS_OF_USE,"By purchasing, you agree to our <color=#ffffff>Terms of Use</color>."
ID_GACHA_CRATE_FCO_IRONFIST_NAME,Immortal Protector Orb
ID_GACHA_CRATE_FCO_IRONFIST_DESCRIPTION,Increased chance to earn Iron Fist shards
ID_GACHA_CRATE_FCO_IRONFIST_TOKEN_NAME,Immortal Protector Orb Fragments
ID_GACHA_CRATE_FCO_IRONFIST_TOKEN_DESCRIPTION,Collect Immortal Protector Orb Fragments to earn an Immortal Protector Orb.
ID_GACHA_CRATE_EVENT_THANOS_201804_NAME,Infinity Orb
ID_GACHA_CRATE_EVENT_THANOS_201804_DESCRIPTION,The only source of Thanos shards during the Infinity War event
ID_GACHA_CRATE_EVENT_THANOS_201804_TOKEN_NAME,Infinity Orb Fragments
ID_GACHA_CRATE_EVENT_THANOS_201804_TOKEN_DESCRIPTION,"Collect Infinity Orb Fragments to earn an Infinity Orb, the only source of Thanos shards during the Infinity War event."
ID_OF_NA_GENERIC_OFFER_1,Special Offer
ID_OF_DE_GENERIC_OFFER_1,Fortify your roster with this character and more for a limited time!
ID_OF_NA_GENERIC_OFFER_2,Special Offer
ID_OF_DE_GENERIC_OFFER_2,Fortify your roster with these characters and more for a limited time!
ID_OF_NA_GENERIC_1,Limited Time Sale
ID_OF_NA_GENERIC_2,Heroic Deal
ID_OF_NA_GENERIC_3,Exclusive Offer
ID_OF_NA_GENERIC_4,Super Savings
ID_OF_NA_GENERIC_5,Deep Discount
ID_OF_NA_GENERIC_6,Last Chance Discount
ID_OF_DE_GENERIC_1,Save big for a limited time!
ID_OF_DE_GENERIC_2,Unlock your discount before it's gone!
ID_OF_DE_GENERIC_PERC_1,Get 30% off for a limited time!
ID_OF_DE_GENERIC_PERC_2,Save 30% when you buy now!
ID_OF_DE_GENERIC_PERC_3,Buy for 30% off while you still can!
ID_OF_DE_GENERIC_VA_1,Get 2x more for a limited time!
ID_OF_DE_GENERIC_VA_2,Limited time 2x value sale!
ID_OF_DE_GENERIC_VA_3,Get 2x more while you still can!
ID_OF_NA_YONDU_1,Summoner Sale
ID_OF_DE_YONDU_1,Get 50% off 45 Yondu shards for a limited time! Use his summoning and AoE abilities to overpower the competition.
ID_OF_NA_YONDU_2,Summon a Summoner
ID_OF_DE_YONDU_2,Add a summoner to your squad with this limited time 2-star Yondu offer! Use his summoning and AoE abilities to overpower the competition.
ID_OF_NA_YONDU_3,Rank Up Your Summoner
ID_OF_DE_YONDU_3,Rank up Yondu with this limited time 45 shard offer! Use his summoning and AoE abilities to overpower the competition.
ID_OF_NA_LEVELUP_1,Level Up Your Squad
ID_OF_DE_LEVELUP_1,Use these Training Modules and Gold to level up a character from 1 to 35. Get 30% off when you buy now!
ID_GACHA_CRATE_FCO_NEBULA_NAME,Sadistic Sister Orb
ID_GACHA_CRATE_FCO_NEBULA_DESCRIPTION,Increased chance to earn Nebula shards
ID_GACHA_CRATE_FCO_NEBULA_TOKEN_NAME,Sadistic Sister Orb Fragments
ID_GACHA_CRATE_FCO_NEBULA_TOKEN_DESCRIPTION,Collect Sadistic Sister Orb Fragments to earn a Sadistic Sister Orb.
ID_GACHA_CRATE_FCO_BULLSEYE_NAME,On Target Orb
ID_GACHA_CRATE_FCO_BULLSEYE_DESCRIPTION,Increased chance to earn Bullseye shards
ID_GACHA_CRATE_FCO_BULLSEYE_TOKEN_NAME,On Target Orb Fragments
ID_GACHA_CRATE_FCO_BULLSEYE_TOKEN_DESCRIPTION,Collect On Target Orb Fragments to earn a On Target Orb.
ID_GACHA_CRATE_FCO_CABLE_NAME,Time Traveler Orb
ID_GACHA_CRATE_FCO_CABLE_DESCRIPTION,Increased chance to earn Cable shards
ID_GACHA_CRATE_FCO_CABLE_TOKEN_NAME,Time Traveler Orb Fragments
ID_GACHA_CRATE_FCO_CABLE_TOKEN_DESCRIPTION,Collect Time Traveler Orb Fragments to earn a Time Traveler Orb.
ID_GACHA_CRATE_FCO_SPIDERMAN_NAME,Web-Slinger Orb
ID_GACHA_CRATE_FCO_SPIDERMAN_DESCRIPTION,Increased chance to earn Spider-Man shards
ID_GACHA_CRATE_FCO_SPIDERMAN_TOKEN_NAME,Web-Slinger Orb Fragments
ID_GACHA_CRATE_FCO_SPIDERMAN_TOKEN_DESCRIPTION,Collect Web-Slinger Orb Fragments to earn a Web-Slinger Orb.
ID_GACHA_CRATE_FCO_PUNISHER_NAME,Violent Vigilante Orb
ID_GACHA_CRATE_FCO_PUNISHER_DESCRIPTION,Increased chance to earn Punisher shards
ID_GACHA_CRATE_FCO_PUNISHER_TOKEN_NAME,Violent Vigilante Orb Fragments
ID_GACHA_CRATE_FCO_PUNISHER_TOKEN_DESCRIPTION,Collect Violent Vigilante Orb Fragments to earn a Violent Vigilante Orb.
ID_OF_NA_TAX_1,Massive Rebate Deal
ID_OF_NA_TAX_2,Hefty Rebate Deal
ID_OF_NA_TAX_3,Massive Rebate Deal
ID_OF_NA_TAX_4,Heroic Rebate Deal
ID_OF_DE_TAX_1,"Even heroes and villains need a tax break. In celebration of US Tax Day, enjoy these items at a discount for a limited time!"
ID_OF_NA_POWERUP_1,Power Up Your Squad
ID_OF_DE_POWERUP_1,Use these Ability Materials and Gold to power up your characters. Get over <color=#fff568>20%</color> off when you buy now!
ID_OF_NA_INFINITY_OFFER_1,The Eternal Combatant Offer
ID_OF_DE_INFINITY_OFFER_1,The battle against Thanos rages on! Take the fight to The Mad Titan even further with this limited time deal!
ID_GACHA_CRATE_EVENT_DEADPOOL_201805_NAME,Deadpool Orb
ID_GACHA_CRATE_EVENT_DEADPOOL_201805_DESCRIPTION,The only source of Deadpool shards during the Deadpool event
ID_GACHA_CRATE_EVENT_DEADPOOL_201805_TOKEN_NAME,Deadpool Orb Fragments
ID_GACHA_CRATE_EVENT_DEADPOOL_201805_TOKEN_DESCRIPTION,"Collect Deadpool Orb Fragments to earn a Deadpool Orb, the only source of Deadpool shards during the Merc with a Mouth event."
ID_OF_NA_POWERUP_2,Power Up the Rage
ID_OF_DE_POWERUP_2_25,Use these Ability Materials and gear to power up your characters. Get <color=#fff568>over 25%</color> off when you buy now!
ID_OF_NA_MAY_1,May: Strike Force Offer A
ID_OF_NA_MAY_2,May: Strike Force Offer B
ID_OF_NA_MAY_3,May: Strike Force Offer C
ID_OF_DE_MAY_1_20,Celebrate the month of May with this amazing offer. Get <color=#fff568>over 20%</color> off when you buy now!
ID_OF_DE_MAY_1_30,Celebrate the month of May with this amazing offer. Get <color=#fff568>over 30%</color> off when you buy now!
ID_OF_DE_MAY_1_40,Celebrate the month of May with this amazing offer. Get <color=#fff568>over 40%</color> off when you buy now!
ID_OF_DE_MAY_1_50,Celebrate the month of May with this amazing offer. Get over <color=#fff568>50%</color> off when you buy now!
ID_OF_DE_MAY_1,Add the King of Wakanda to your squad with this limited time <color=#fff568>3-star Black Panther</color> offer! Use his chaining and counterattacks to pierce through competition.
ID_OF_NA_GOLD_1,Exclusive Gold Pack
ID_OF_DE_GOLD_1_00,Save big on this amazing Gold offer when you buy now!
ID_OF_DE_GOLD_1_20,Save <color=#fff568>over 20%</color> on this amazing Gold offer when you buy now!
ID_OF_DE_GOLD_1_30,Save <color=#fff568>over 30%</color> on this amazing Gold offer when you buy now!
ID_OF_DE_GOLD_1_40,Save <color=#fff568>over 40%</color> on this amazing Gold offer when you buy now!
ID_OF_NA_RAID_1,Titan Raid Offer
ID_OF_DE_RAID_1_00,Help your alliance defeat Thanos with this offer. Save big when you buy now!\n<b>*Items ignore resource capacity</b>
ID_OF_DE_RAID_1_10,Help your alliance defeat Thanos with this offer. Save <color=#fff568>over 10%</color> when you buy now!\n<b>*Items ignore resource capacity</b>
ID_OF_DE_RAID_1_20,Help your alliance defeat Thanos with this offer. Save <color=#fff568>over 20%</color> when you buy now!\n<b>*Items ignore resource capacity</b>
ID_OF_NA_NEBULA_1,Sadistic Sister Offer
ID_OF_DE_NEBULA_3,Add the Sadistic Sister to your squad with this <color=#fff568>3-star Nebula</color> offer! Never miss an opportunity to attack with her counters and speed.
ID_OF_DE_NEBULA_2,Add the Sadistic Sister to your squad with this <color=#fff568>2-star Nebula</color> offer! Never miss an opportunity to attack with her counters and speed.
ID_OF_DE_NEBULA_1,Add the Sadistic Sister to your squad with this <color=#fff568>1-star Nebula</color> offer! Never miss an opportunity to attack with her counters and speed.
ID_OF_DE_INFINITY_OFFER_15,"Take the Mad Titan to the next level with this <color=#fff568>15 Shard</color> offer! "
ID_OF_DE_INFINITY_OFFER_25,Take the Mad Titan to the next level with this <color=#fff568>25 Shard</color> offer!
ID_OF_DE_INFINITY_OFFER_40,"Take the Mad Titan to the next level with this <color=#fff568>40 Shard</color> offer! "
ID_OF_NA_INFINITY_OFFER_15,The Thanos Offer
ID_OF_NA_INFINITY_OFFER_25,The Titan Eternal Offer
ID_OF_NA_INFINITY_OFFER_40,The Mad Titan Offer
ID_OF_NA_DEADPOOL_OFFER_1,Snack Attack
ID_OF_DE_DEADPOOL_OFFER_1,Charge yourself up with this offer and take your Raid & Blitz battles to the next level!\n*Items ignore resource capacity
ID_OF_NA_DEADPOOL_OFFER_2,The Raid for Wade
ID_OF_DE_DEADPOOL_OFFER_2,Push your Alliance along further in the Deadpool Raids with this limited time deal! \n*Items ignore resource capacity
ID_OF_NA_DEADPOOL_OFFER_3,Welcome to the Dead Pool
ID_OF_DE_DEADPOOL_OFFER_3,Start the event off right with these <color=#fff568>Character Shards</color> & Raid essentials! \n*Items ignore resource capacity
ID_OF_NA_DEADPOOL_OFFER_4,Mauricio's Blowout sale
ID_OF_NA_DEADPOOL_OFFER_5,Enter the Dead Pool
ID_GACHA_CRATE_EVENT_ANTMAN_201806_NAME,Ant-Man Orb
ID_GACHA_CRATE_EVENT_ANTMAN_201806_DESCRIPTION,Earn Ant-Man Orb Fragments in the Ant-Man Event Campaign
ID_GACHA_CRATE_EVENT_ANTMAN_201806_TOKEN_NAME,Ant-Man Orb Fragments
ID_GACHA_CRATE_EVENT_ANTMAN_201806_TOKEN_DESCRIPTION,Collect Ant-Man Orb Fragments in the Ant-Man Event Campaign to earn Ant-Man Orbs.
ID_GACHA_CRATE_EVENT_WASP_201807_NAME,Wasp Orb
ID_GACHA_CRATE_EVENT_WASP_201807_DESCRIPTION,Earn Wasp Orb Fragments in the Wasp Event Campaign
ID_GACHA_CRATE_EVENT_WASP_201807_TOKEN_NAME,Wasp Orb Fragments
ID_GACHA_CRATE_EVENT_WASP_201807_TOKEN_DESCRIPTION,Collect Wasp Orb Fragments in the Wasp Event Campaign to earn Wasp Orbs.
ID_OF_NA_MEGAORB_1,Mega Orb Offer
ID_OF_DE_MEGAORB_1,"Unlock 50-100 shards of a marquee character, with no chance for minions!"
ID_OF_NA_MEGAORB_2,Mega Orb Sale
ID_OF_DE_MEGAORB_2,"Open now to receive 50-100 shards of a marquee character, with no chance for minions!"
