id,translation
ID_ME_SM_ARENACOMBATALLY,Earn points by competing in BLITZ
ID_ME_LM_ARENACOMBATALLY,Win in Blitz as an ALLIANCE to earn various milestone rewards.
ID_ME_S1_ARENACOMBATALLY,Win a Battle in BLITZ
ID_ME_S2_ARENACOMBATALLY,Lose a Battle in BLITZ
ID_ME_NA_BATTLECOMPLETIONALLY,World Warrior
ID_ME_SD_BATTLECOMPLETIONALLY,Fight in Battles
ID_ME_SM_BATTLECOMPLETIONALLY,Earn points by fighting in battles
ID_ME_LM_BATTLECOMPLETIONALLY,Fight in any battle as an ALLIANCE to earn various milestone rewards.
ID_ME_S1_BATTLECOMPLETIONALLY,Spend 1 CAMPAIGN ENERGY
ID_ME_S2_BATTLECOMPLETIONALLY,Complete a CHALLENGE
ID_ME_S3_BATTLECOMPLETIONALLY,Win a Battle in BLITZ
ID_ME_S4_BATTLECOMPLETIONALLY,Lose a Battle in BLITZ
ID_ME_S5_BATTLECOMPLETIONALLY,Win a Battle in ARENA
ID_ME_S6_BATTLECOMPLETIONALLY,Lose a Battle in ARENA
ID_ME_NA_BLITZCOMBAT_ALLY_THANOS,Maddest Gladiator
ID_ME_NA_BATTLECOMPLETION_ALLY_THANOS,Eternal Savior
ID_ME_S5_BATTLECOMPLETION,Battle in Ultimus RAIDS
ID_ME_S6_BATTLECOMPLETION,Battle in Thanos RAIDS
ID_ME_S7_BATTLECOMPLETION,Battle in Ultron RAIDS
ID_ME_S8_BATTLECOMPLETION,Win a Battle in ARENA
ID_ME_S9_BATTLECOMPLETION,Lose a Battle in ARENA
ID_ME_S10_BATTLECOMPLETION,Battle in the ARENA
ID_ME_NA_BLITZCOMBAT_ALLY_DEADPOOL,Trigger-happy Gladiator
ID_ME_NA_BATTLECOMPLETION_ALLY_DEADPOOL,Savior for Hire
ID_ME_S11_BATTLECOMPLETION,Battle in Deadpool RAIDS
ID_ME_NA_RAIDCOMBAT_ALLY_DEADPOOL,Conqueror for Hire
ID_ME_NA_RAIDCOMBAT_ALLY,Universal Conqueror
ID_ME_SD_RAIDCOMBAT_ALLY,Battle in Raids
ID_ME_SM_RAIDCOMBAT_ALLY,Earn points by competing in RAIDS
ID_ME_LM_RAIDCOMBAT_ALLY,Battle in Raids as an ALLIANCE to earn various milestone rewards.
ID_ME_S1_RAIDCOMBAT_ALLY,Win a battle in RAIDS
ID_ME_S2_RAIDCOMBAT_ALLY,Lose a battle in RAIDS
ID_ME_S3_RAIDCOMBAT_ALLY,Battle in RAIDS
ID_ME_S1_HALLOWEEN,Win a BLITZ Battle with Mystique
ID_ME_S2_HALLOWEEN,Win a BLITZ Battle with Venom
ID_ME_S3_HALLOWEEN,Win a BLITZ Battle with Mordo
ID_ME_S4_HALLOWEEN,Win a BLITZ Battle with Crossbones
ID_ME_S5_HALLOWEEN,Win a BLITZ Battle with Iron Fist
ID_ME_S6_HALLOWEEN,Win a BLITZ Battle with Spider-Man
ID_ME_S7_HALLOWEEN,Win a BLITZ Battle with Scarlet Witch
ID_ME_LM_HALLOWEEN,Win in Blitz battles with specific characters as an ALLIANCE to earn various milestone rewards.\n\nSupported Characters:\nMystique\nVenom\nMordo\nCrossbones\nIron Fist\nSpider-Man\nScarlet Witch
ID_ME_SM_HALLOWEEN,Battle in BLITZ with specified characters
ID_ME_NA_HALLOWEEN,Blitz for Treatz
