id,translation
ID_CONSENT_HIGH_COMPLIANCE_KR_MSG_01,I confirm acceptance of the Privacy Policy.
ID_CONSENT_HIGH_COMPLIANCE_KR_MSG_02,I agree that personal information about me may be collected and used as described in the Privacy Policy.
ID_CONSENT_HIGH_COMPLIANCE_KR_MSG_03,"I agree to the cross-border transfer of personal information about me to company affiliates worldwide, as well as other unaffiliated third parties, as described in the Privacy Policy."
ID_CONSENT_HIGH_COMPLIANCE_KR_MSG_04,"I agree that the handling of personal information about me may be outsourced to third parties for marketing/promotional or any other purposes, as described in the Privacy Policy."
ID_CONSENT_HIGH_COMPLIANCE_KR_MSG_05,I confirm my acceptance of the Terms of Use.
ID_ASSET_BUNDLE_PROGRESS_DOWNLOADING,Downloading
ID_DEFAULT_PLAYER_NAME,Commander
ID_FATAL_BUTTON_NONE,None
ID_FATAL_BUTTON_RESTART,Restart
ID_FATAL_BUTTON_UPDATE,Update
ID_FATAL_BUTTON_SUPPORT,Support
ID_FATAL_BUTTON_CONTINUE,Continue
ID_FATAL_NO_NETWORK_HEADLINE,INTERNET ACCESS REQUIRED
ID_FATAL_NO_NETWORK_MESSAGE,Unable to detect internet connection. Searching...
ID_FATAL_BANNED_HEADLINER,BANNED ACCOUNT
ID_FATAL_BANNED_TEMP_HEADLINER,TEMPORARY BAN
ID_FATAL_BANNED_MESSAGE,Your account is banned. Please contact Customer Support for assistance.
ID_FATAL_UPDATE_REQUIRED_HEADLINER,UPDATE AVAILABLE
ID_FATAL_UPDATE_REQUIRED_MESSAGE,"Commander, a new version of the game is available. Get the latest update to continue playing."
ID_FATAL_ERROR_HEADLINER,ANOMALY DETECTED
ID_FATAL_ERROR_MESSAGE,"Commander, an error has occurred. Please restart the game."
ID_FATAL_GPLAY_UPDATE_REQUIRED_HEADLINER,UPDATE REQUIRED
ID_FATAL_GPLAY_SERVICES_UPDATE_REQUIRED_MESSAGE,This game requires a newer version of Google Play Services. Get the latest update from the Play Store and try again.
ID_FATAL_GPLAY_GAMES_UPDATE_REQUIRED_MESSAGE,This game requires a newer version of Google Play Games. Get the latest update from the Play Store and try again.
ID_FATAL_MAINTENANCE_HEADLINER,SYSTEM MAINTENANCE
ID_FATAL_MAINTENANCE_MESSAGE,Strike Force servers are currently undergoing maintenance. Thank you for your patience.
ID_FATAL_INSUFFICIENT_DISK_SPACE,Your device does not have enough storage space to download the game. Please free up some space!
ID_FATAL_ANDROID_PERMISSION_PLEAD_HEADLINE,Requesting Permissions
ID_FATAL_ANDROID_PERMISSION_PLEAD_MESSAGE,Please grant permissions when prompted for proper game operation. Thank you.\n\nREAD_PHONE_STATE - required by Facebook
ID_FATAL_ANDROID_PERMISSION_MISSING_HEADLINE,Missing Permission
ID_FATAL_ANDROID_PERMISSION_MISSING_MESSAGE,Required permission{perm_name} must be manually enabled via Android Application Settings.\n\nPlease enable permission and restart the application.
ID_FATAL_ANDROID_PERMISSION_MISSING_GOTOSETTINGS,Settings
ID_FATAL_ANDROID_PERMISSION_RETRY_HEADLINE,Missing Permissions
ID_FATAL_ANDROID_PERMISSION_RETRY_MESSAGE,Permissions required by this application are not enabled.
ID_FATAL_ANDROID_PERMISSION_POLITE_HEADLINE,Retry Permission Checks
ID_FATAL_ANDROID_PERMISSION_POLITE_MESSAGE,Retry after enabling permissions\nin Android Application Settings.
ID_FATAL_ANDROID_PERMISSION_RETRY,Retry
ID_FATAL_ANDROID_LOQTABLE_HEADLINE,Startup Error
ID_FATAL_ANDROID_LOQTABLE_MESSAGE,Table load failed.
ID_FATAL_FACEBOOK_REAUTH_HEADER,FACEBOOK ERROR
ID_FATAL_FACEBOOK_REAUTH_MESSAGE,"Facebook reauthorization is required. Tap ""Continue"" to reauthorize and continue."
ID_FATAL_MANIFEST_UPDATED,A change has been detected. Please restart the game.
ID_FATAL_MANIFEST_UPDATED_HEADER,DATA CHANGED
ID_LOADINGSCREEN_01,Challenges provide a variety of resources and change every day.
ID_LOADINGSCREEN_02,Raids challenge your entire alliance to work cooperatively to complete a series of missions before time runs out.
ID_LOADINGSCREEN_03,Only VILLAIN characters can participate in the Villains Campaign.
ID_LOADINGSCREEN_04,BLASTERS and BRAWLERS deal heavy damage.
ID_LOADINGSCREEN_05,"Each character has a combat role trait: PROTECTOR, BLASTER, BRAWLER, SUPPORT, and CONTROLLER."
ID_LOADINGSCREEN_06,"Each character has an origin trait: BIO, SKILL, MYSTIC, TECH, and MUTANT."
ID_LOADINGSCREEN_07,"A character's total power is a combination of their character level, gear, ability level, and Star Rank."
ID_LOADINGSCREEN_08,PROTECTORS use the Taunt effect and other abilities to draw the enemy's attacks.
ID_LOADINGSCREEN_09,Ultimus has conquered the Earths of countless dimensions and converted their heroes to build his army.
ID_LOADINGSCREEN_10,Characters gain ability energy in their Special and Ultimate abilities each turn.
ID_LOADINGSCREEN_11,Many abilities have an energy cost. Abilities gain a charge at the beginning of each turn.
ID_LOADINGSCREEN_12,Characters act in order according to their speed.
ID_LOADINGSCREEN_13,The Taunt effect forces enemies to target the character who is taunting.
ID_LOADINGSCREEN_14,Characters with the Stealth effect active cannot be the target of an enemy attack.
ID_LOADINGSCREEN_15,Area of Effect attacks impact the primary target and all enemies adjacent to it.
ID_LOADINGSCREEN_16,S.T.R.I.K.E. stands for the Special Tactical Reserve for Interdimensional Key Events.
ID_LOADINGSCREEN_17,S.T.R.I.K.E. is an elite division of S.H.I.E.L.D. that specializes in threats that arise from beyond our dimension.
ID_LOADINGSCREEN_18,Use S.H.I.E.L.D. training programs to level up your characters.
ID_LOADINGSCREEN_19,Collect all six pieces of gear to upgrade a character to the next gear tier.
ID_LOADINGSCREEN_20,Collect character shards to increase a character's Star Rank and gain greater power.
ID_LOADINGSCREEN_21,Characters with the PROTECTOR trait specialize in taking the brunt of the damage in order to protect their teammates.
ID_LOADINGSCREEN_22,Characters with the BRAWLER trait prefer to get up close and personal with their foes for maximum damage.
ID_LOADINGSCREEN_23,Characters with the BLASTER trait bombard enemies with damage at long range.
ID_LOADINGSCREEN_24,Characters with the SUPPORT trait assist their allies with healing and positive combat effects.
ID_LOADINGSCREEN_25,Characters with the CONTROLLER trait manipulate the battlefield by disrupting their foes and providing special benefits to their allies.
ID_LOADINGSCREEN_26,The Hand is an ancient shadow organization whose influence spans from the criminal underworld to global politics.
ID_LOADINGSCREEN_27,"The Dark Watch is a mercenary outfit that operates outside the law and will take any job for the right price. "
ID_LOADINGSCREEN_28,Hydra is a secretive organization bent on global domination.
ID_LOADINGSCREEN_29,A.I.M.(Advanced Idea Mechanics) is a multinational corporation dealing in cutting edge scientific research and development.
ID_LOADINGSCREEN_30,The Kree Empire is an advanced interstellar civilization with a powerful military.
ID_LOADINGSCREEN_31,"The Ravagers are spacefaring pirates, thieves, and smugglers who live by a code: ""Steal from everybody."""
ID_LOADINGSCREEN_32,Ultron's automated factories are capable of manufacturing an entire army of his drones in mere days if left unchecked.
ID_LOADINGSCREEN_33,S.T.R.I.K.E.'s sensor stations are located around the world. They can detect a broad spectrum of interdimensional disturbances.
ID_LOADINGSCREEN_34,The Deathproof status effect prevents a character from being defeated when they are reduced to zero Health.
ID_LOADINGSCREEN_35,The Regeneration status effect heals the affected character at the beginning of their turn.
ID_LOADINGSCREEN_36,The Bleed status effect reduces the affected character's Health at the beginning of their turn.
ID_LOADINGSCREEN_37,The First Legion is an elite military force of Kree warriors who have sworn loyalty to Ultimus.
ID_LOADINGSCREEN_38,Ultimus uses the Conversion Device to corrupt the free will of heroes and force them to swear loyalty to his cause.
ID_LOADINGSCREEN_39,The Grandmaster seeks powerful gladiators. He offers great rewards to those who prove themselves in his arena.
ID_LOADINGSCREEN_40,"Each character has an origin trait: BIO, SKILL, MYSTIC, TECH, and MUTANT. A character's origin defines what type of gear they require."
ID_LOADINGSCREEN_41,"Many characters have an affiliation trait, such as AVENGER, DEFENDER, A.I.M., or HYDRA."
ID_LOADINGSCREEN_42,Earn three medals on a mission in order to unlock the ability to AUTO WIN and collect rewards automatically.
ID_LOADINGSCREEN_43,Assist attacks and Counterattacks are half as powerful as basic attacks.
ID_LOADINGSCREEN_44,Tap and hold effect icons to see detailed information.
ID_LOADINGSCREEN_45,Characters with the Stealth effect active may take actions without breaking the effect.
ID_LOADINGSCREEN_46,A thrown weapon chain ends if a target dodges.
ID_LOADINGSCREEN_47,A melee chain ends if a target counters.
ID_SPARX_ERROR_UNKNOWN,An unknown error has occurred. Please try again later.
ID_SPARX_ERROR_MEMORY,Invalid data has been detected. Please relaunch the game.
ID_SPARX_ERROR_NAME_SHORT,The name must be between {min} and {max} characters.
ID_SPARX_ERROR_NAME_TAKEN,This name has already been taken.
ID_SPARX_ERROR_NAME_INVALID,This name contains invalid characters.
ID_SPARX_ERROR_NAME_FILTER,This name contains prohibited words.
ID_SPARX_ERROR_NO_LOGGED_IN,You must be logged in.
ID_SPARX_ERROR_NOT_CONNECTED,Could not connect to the Internet. Check your connection and try again.
ID_SPARX_ERROR_FAILED_DNS,Failed to resolve the network address. Check your network settings and try again.
ID_SPARX_ERROR_NOT_JOINABLE,Failed to join the match. The match has already started.
ID_SPARX_ERROR_LOST_CONNECT,Connection to the game was lost.
ID_SPARX_ERROR_JOIN_GAME,Failed to join the match. Check your network settings and try again.
ID_SPARX_ERROR_GAME_KICKED,You have been kicked from the game.
ID_SPARX_ERROR_NOFREEGAMES,All servers are full. Please try again later.
ID_SPARX_ERROR_DUPLICATE_LOGIN,You have been logged out because you signed in on another device.
ID_SPARX_ERROR_MUST_BE_LOGGED_IN,You must be signed in to purchase items.
ID_SPARX_ERROR_PAYOUT_EXPIRED,This offer has expired. Refreshing...
ID_SPARX_ERROR_FAILED_TO_VERIFY_PAYMENT,Failed to verify payment. Please try again later.
ID_SPARX_ERROR_PROFANITY,Profanity is not allowed.
ID_SPARX_ERROR_GAME_LOST_CONNECTION,You have lost connection to the game.
ID_SPARX_ERROR_LINK_NOT_SIGNED_IN,Failed to sign in
ID_SPARX_ERROR_SERVER_DOWN,The server cannot be accessed at this time. Please try again later.
ID_SPARX_CONTENT_CHECKING,Checking for new content
ID_SPARX_CONTENT_EXTRACTING,Extracting new content
ID_SPARX_CONTENT_FAILED,Failed to download content. Check your internet settings and try again.
ID_SPARX_CONTENT_FAILED_EXTRACT,Failed to download content. Make sure that you have at least 800MB of free space on your device.
ID_SPARX_CONTENT_RETRY,Retry
ID_SPARX_OBB_ERROR,Failed to download the expansion pack. External storage is not available.
ID_SPARX_ERROR_BANNED,You have been banned.
ID_SPARX_ERROR_TEMP_BANNED,Your account has been banned for {hours} hour(s).
ID_SPARX_ERROR_FACEBOOK,Facebook access has expired. Please reinstall MARVEL Strike Force to connect.
ID_SPARX_ERROR_FACEBOOK_INIT,Facebook failed to initialize.
ID_SPARX_ERROR_FACEBOOK_CANCELED,The Facebook login has been canceled.
ID_SPARX_ERROR_FACEBOOK_APP_BLOCKED,You have denied us access to your Facebook data. Allow and try again later.
ID_SPARX_ERROR_FACEBOOK_TOKEN,Failed to get the Facebook Access Token. Please try again later.
ID_SPARX_ERROR_FACEBOOK_TOKEN_POST_LOGIN,Failed to get the Facebook Access Token after login. Please try again later.
ID_SPARX_ERROR_FACEBOOK_INITIALIZE,Failed to initialize the Facebook SDK. Please try again later.
ID_SPARX_ERROR_FACEBOOK_SDK,A Facebook SDK error has occurred.
ID_SPARX_ERROR_FACEBOOK_LOGIN,Failed to log in to Facebook. Error: {error}
ID_SPARX_ERROR_FACEBOOK_EMAIL,Failed to receive valid email permissions from Facebook. Make sure you have a valid email and try again.
ID_SPARX_ERROR_FACEBOOK_NORESPONSE,No valid response from Facebook.
ID_SPARX_GUEST_ACCOUNT_NAME,Guest Account
ID_SPARX_FILESYSTEM_ERROR_NOSPACE,Your device is out of storage space. Clear some space and try again.
ID_SPARX_FILESYSTEM_ERROR_DATADOWNLOADFAILED,Failed to download data. Please try again later.
ID_SPARX_FILESYSTEM_ERROR_MISSING,A critical file is missing. Download the app again and try again.
ID_SPARX_FILESYSTEM_ERROR_UNKNOWN,An unknown error has occurred. Please try again later.
ID_SPARX_LOCALIZER_FORMAT_TIME_AGO,{duration} ago
ID_SPARX_LOCALIZER_FORMAT_TIME_DAY,d
ID_SPARX_LOCALIZER_FORMAT_TIME_SEPARATOR,:
ID_SPARX_LOCALIZER_FORMAT_DURATION_DEFAULT,Some time
ID_SPARX_LOCALIZER_FORMAT_DURATION_DAY,{num}d
ID_SPARX_LOCALIZER_FORMAT_DURATION_DAYS,{num}d
ID_SPARX_LOCALIZER_FORMAT_DURATION_HOURS,{num}h
ID_SPARX_LOCALIZER_FORMAT_DURATION_HOUR,{num}h
ID_SPARX_LOCALIZER_FORMAT_DURATION_MINUTES,{num}m
ID_SPARX_LOCALIZER_FORMAT_DURATION_MINUTE,{num}m
ID_SPARX_LOCALIZER_FORMAT_DURATION_SECONDS,{num}s
ID_SPARX_LOCALIZER_FORMAT_DURATION_SECOND,{num}s
ID_SPARX_IAP_GOOGLE_ERROR_ACCOUNT,You must be signed in to a Google Play account on your device to purchase items.
ID_SPARX_IAP_SAMSUNG_ERROR_ACCOUNT,Problems encountered while connecting to Samsung Galaxy Apps.
