ID_ABILITY_AIMCONTROL_INFECT_SPECIAL_4_UPGRADE,Gain <color=#86e619>{nextlevel.special.action.0.apply_count.f}</color>-<color=#86e619>{nextlevel.special.action.0.apply_count.t}</color> random negative effects\nHeal for <color=#86e619>{nextlevel.special.action.1.heal_amt}</color> Health,
ID_ABILITY_AIMCONTROL_INFECT_SPECIAL_5_UPGRADE,Heal for +<color=#86e619>{nextlevel.special.action.1.heal_pct - thislevel.special.action.1.heal_pct}%</color> of Max Health,
ID_ABILITY_AIMCONTROL_INFECT_SPECIAL_6_UPGRADE,Gain <color=#86e619>{nextlevel.special.action.0.apply_count.t}</color> random negative effects\nHeal for <color=#86e619>{nextlevel.special.action.1.heal_amt}</color> Health,
ID_ABILITY_AIMCONTROL_INFECT_PASSIVE_1_DESC,Gain +<color=#86e619>{thislevel.passive_stats.0.delta}%</color> Speed.,
ID_ABILITY_AIMCONTROL_INFECT_PASSIVE_2_DESC,Gain +<color=#86e619>{thislevel.passive_stats.0.delta}%</color> Speed and +<color=#86e619>{thislevel.passive_stats.1.delta}%</color> Max Health.,
ID_ABILITY_AIMCONTROL_INFECT_PASSIVE_1_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.1.delta - thislevel.passive_stats.1.delta}%</color> Max Health,
ID_ABILITY_AIMCONTROL_INFECT_PASSIVE_3_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.0.delta - thislevel.passive_stats.0.delta}%</color> Speed,
ID_ABILITY_AIMCONTROL_INFECT_PASSIVE_4_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.1.delta - thislevel.passive_stats.1.delta}%</color> Max Health,
ID_ABILITY_AIMDMG_OFFENSE_BASIC_1_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage. <color=#86e619>{thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Defense Down</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turn.,
ID_ABILITY_AIMDMG_OFFENSE_BASIC_7_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage. Apply <color=#fff568>Defense Down</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turn.,
ID_ABILITY_AIMDMG_OFFENSE_BASIC_1_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMDMG_OFFENSE_BASIC_2_UPGRADE,+<color=#86e619>{nextlevel.basic.action.1.action_pct - thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Defense Down</color> to primary target,
ID_ABILITY_AIMDMG_OFFENSE_BASIC_3_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMDMG_OFFENSE_BASIC_4_UPGRADE,+<color=#86e619>{nextlevel.basic.action.1.action_pct - thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Defense Down</color> to primary target,
ID_ABILITY_AIMDMG_OFFENSE_BASIC_5_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMDMG_OFFENSE_BASIC_6_UPGRADE,Always apply <color=#fff568>Defense Down</color> to primary target,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_1_DESC,Gain <color=#fff568>Offense Up</color> for <color=#86e619>{thislevel.special.action.0.procs.0.use_count}</color> turns + <color=#fff568>Defense Down</color> for <color=#86e619>{thislevel.special.action.1.procs.0.use_count}</color> turns. Heal self for <color=#86e619>{thislevel.special.action.2.heal_amt}</color> Health + <color=#86e619>{thislevel.special.action.2.heal_pct}%</color> of Max Health.,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_3_DESC,Gain <color=#fff568>Offense Up</color> for <color=#86e619>{thislevel.special.action.0.procs.0.use_count.f}</color>-<color=#86e619>{thislevel.special.action.0.procs.0.use_count.t}</color> turns + <color=#fff568>Defense Down</color> for <color=#86e619>{thislevel.special.action.1.procs.0.use_count}</color> turns. Heal self for <color=#86e619>{thislevel.special.action.2.heal_amt}</color> Health + <color=#86e619>{thislevel.special.action.2.heal_pct}%</color> of Max Health.,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_6_DESC,Gain <color=#fff568>Offense Up</color> for <color=#86e619>{thislevel.special.action.0.procs.0.use_count}</color> turns + <color=#fff568>Defense Down</color> for <color=#86e619>{thislevel.special.action.1.procs.0.use_count}</color> turns. Heal self for <color=#86e619>{thislevel.special.action.2.heal_amt}</color> Health + <color=#86e619>{thislevel.special.action.2.heal_pct}%</color> of Max Health.,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_1_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.2.heal_amt}</color> Health,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_2_UPGRADE,<color=#fff568>Offense Up</color> lasts <color=#86e619>{nextlevel.special.action.0.procs.0.use_count.f}</color>-<color=#86e619>{nextlevel.special.action.0.procs.0.use_count.t}</color> turns,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_3_UPGRADE,This ability costs <color=#86e619>{nextlevel.special.cost}</color> ability energy instead of <color=#86e619>{thislevel.special.cost}</color>,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_4_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.2.heal_amt}</color> Health,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_5_UPGRADE,<color=#fff568>Offense Up</color> lasts <color=#86e619>{nextlevel.special.action.0.procs.0.use_count}</color> turns,
ID_ABILITY_AIMDMG_OFFENSE_SPECIAL_6_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.2.heal_amt}</color> Health,
ID_ABILITY_AIMDMG_OFFENSE_PASSIVE_1_DESC,"On Turn, <color=#86e619>{thislevel.passive.0.action.0.action_pct}%</color> chance to Heal for <color=#86e619>{thislevel.passive.0.action.0.heal_pct}%</color> of Max Health.",
ID_ABILITY_AIMDMG_OFFENSE_PASSIVE_1_UPGRADE,+<color=#86e619>{nextlevel.passive.0.action.0.action_pct - thislevel.passive.0.action.0.action_pct}%</color> chance to Heal,
ID_ABILITY_AIMDMG_OFFENSE_PASSIVE_2_UPGRADE,Heal for +<color=#86e619>{nextlevel.passive.0.action.0.heal_pct - thislevel.passive.0.action.0.heal_pct}%</color> of Max Health,
ID_ABILITY_AIMDMG_OFFENSE_PASSIVE_3_UPGRADE,+<color=#86e619>{nextlevel.passive.0.action.0.action_pct - thislevel.passive.0.action.0.action_pct}%</color> chance to Heal,
ID_ABILITY_AIMDMG_SPEED_BASIC_1_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage. <color=#86e619>{thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Bleed</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turn.,
ID_ABILITY_AIMDMG_SPEED_BASIC_5_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage. Apply <color=#fff568>Bleed</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turn.,
ID_ABILITY_AIMDMG_SPEED_BASIC_6_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage. Apply <color=#fff568>Bleed</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turns.,
ID_ABILITY_AIMDMG_SPEED_BASIC_1_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMDMG_SPEED_BASIC_2_UPGRADE,+<color=#86e619>{nextlevel.basic.action.1.action_pct - thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Bleed</color>,
ID_ABILITY_AIMDMG_SPEED_BASIC_3_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMDMG_SPEED_BASIC_4_UPGRADE,Always apply <color=#fff568>Bleed</color>,
ID_ABILITY_AIMDMG_SPEED_BASIC_5_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target\nApply <color=#fff568>Bleed</color> for <color=#86e619>{nextlevel.basic.action.1.procs.0.use_count}</color> turns,
ID_ABILITY_AIMDMG_SPEED_BASIC_6_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMDMG_SPEED_SPECIAL_1_DESC,Gain <color=#fff568>Speed Up</color> for <color=#86e619>{thislevel.special.action.0.procs.0.use_count}</color> turns + <color=#fff568>Heal Block</color> for <color=#86e619>{thislevel.special.action.1.procs.0.use_count}</color> turns. Fill Speed Bar by <color=#86e619>{thislevel.special.action.2.change_pct}%</color>.,
ID_ABILITY_AIMDMG_SPEED_SPECIAL_1_UPGRADE,Fill Speed Bar by +<color=#86e619>{nextlevel.special.action.2.change_pct - thislevel.special.action.2.change_pct}%</color>,
ID_ABILITY_AIMDMG_SPEED_SPECIAL_2_UPGRADE,<color=#fff568>Speed Up</color> lasts <color=#86e619>{nextlevel.special.action.0.procs.0.use_count}</color> turns,
ID_ABILITY_AIMDMG_SPEED_SPECIAL_3_UPGRADE,This ability costs <color=#86e619>{nextlevel.special.cost}</color> ability energy instead of <color=#86e619>{thislevel.special.cost}</color>,
ID_ABILITY_AIMDMG_SPEED_SPECIAL_4_UPGRADE,Fill Speed Bar by +<color=#86e619>{nextlevel.special.action.2.change_pct - thislevel.special.action.2.change_pct}%</color>,
ID_ABILITY_AIMDMG_SPEED_SPECIAL_5_UPGRADE,<color=#fff568>Speed Up</color> lasts <color=#86e619>{nextlevel.special.action.0.procs.0.use_count}</color> turns,
ID_ABILITY_AIMDMG_SPEED_SPECIAL_6_UPGRADE,Fill Speed Bar by +<color=#86e619>{nextlevel.special.action.2.change_pct - thislevel.special.action.2.change_pct}%</color>,
ID_ABILITY_AIMDMG_SPEED_PASSIVE_1_DESC,Gain +<color=#86e619>{thislevel.passive_stats.0.delta}%</color> damage.,
ID_ABILITY_AIMDMG_SPEED_PASSIVE_2_DESC,Gain +<color=#86e619>{thislevel.passive_stats.0.delta}%</color> damage and +<color=#86e619>{thislevel.passive_stats.1.delta}%</color> Max Health.,
ID_ABILITY_AIMDMG_SPEED_PASSIVE_1_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.1.delta - thislevel.passive_stats.1.delta}%</color> Max Health,
ID_ABILITY_AIMDMG_SPEED_PASSIVE_2_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.0.delta - thislevel.passive_stats.0.delta}%</color> damage,
ID_ABILITY_AIMDMG_SPEED_PASSIVE_3_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.1.delta - thislevel.passive_stats.1.delta}%</color> Max Health,
ID_ABILITY_AIMDMG_SPEED_PASSIVE_4_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.0.delta - thislevel.passive_stats.0.delta}%</color> damage,
ID_ABILITY_AIMSUPPORT_HEAL_BASIC_1_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage. <color=#86e619>{thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Offense Down</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turn.,
ID_ABILITY_AIMSUPPORT_HEAL_BASIC_7_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage + apply <color=#fff568>Offense Down</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turn.,
ID_ABILITY_AIMSUPPORT_HEAL_BASIC_1_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMSUPPORT_HEAL_BASIC_2_UPGRADE,+<color=#86e619>{nextlevel.basic.action.1.action_pct - thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Offense Down</color>,
ID_ABILITY_AIMSUPPORT_HEAL_BASIC_3_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMSUPPORT_HEAL_BASIC_4_UPGRADE,+<color=#86e619>{nextlevel.basic.action.1.action_pct - thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Offense Down</color>,
ID_ABILITY_AIMSUPPORT_HEAL_BASIC_5_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMSUPPORT_HEAL_BASIC_6_UPGRADE,Always apply <color=#fff568>Offense Down</color>,
ID_ABILITY_AIMSUPPORT_HEAL_SPECIAL_1_DESC,Heal lowest Health ally for <color=#86e619>{thislevel.special.action.0.heal_amt}</color> Health + <color=#86e619>{thislevel.special.action.0.heal_pct}%</color> of this character's Max Health. Apply <color=#fff568>Offense Down</color> to that ally for <color=#86e619>{thislevel.special.action.1.procs.0.use_count}</color> turns.,
ID_ABILITY_AIMSUPPORT_HEAL_SPECIAL_1_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.0.heal_amt}</color> Health,
ID_ABILITY_AIMSUPPORT_HEAL_SPECIAL_3_UPGRADE,This ability costs <color=#86e619>{nextlevel.special.cost}</color> ability energy instead of <color=#86e619>{thislevel.special.cost}</color>,
ID_ABILITY_AIMSUPPORT_HEAL_SPECIAL_4_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.0.heal_amt}</color> Health,
ID_ABILITY_AIMSUPPORT_HEAL_SPECIAL_5_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.0.heal_amt}</color> Health\nHeal for +<color=#86e619>{nextlevel.special.action.0.heal_pct - thislevel.special.action.0.heal_pct}%</color> of Max Health,
ID_ABILITY_AIMSUPPORT_HEAL_SPECIAL_6_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.0.heal_amt}</color> Health,
ID_ABILITY_AIMSUPPORT_HEAL_PASSIVE_1_DESC,"On Turn, <color=#86e619>{thislevel.passive.0.action.0.action_pct}%</color> chance to convert <color=#86e619>{thislevel.passive.0.action.0.count}</color> negative effect on <color=#86e619>{thislevel.passive.0.action.0.target.limit}</color> ally into a positive effect.",
ID_ABILITY_AIMSUPPORT_HEAL_PASSIVE_4_DESC,"On Turn, <color=#86e619>{thislevel.passive.0.action.0.action_pct}%</color> chance to convert <color=#86e619>{thislevel.passive.0.action.0.count}</color> negative effect on each of <color=#86e619>{thislevel.passive.0.action.0.target.limit}</color> allies into a positive effect.",
ID_ABILITY_AIMSUPPORT_HEAL_PASSIVE_1_UPGRADE,+<color=#86e619>{nextlevel.passive.0.action.0.action_pct - thislevel.passive.0.action.0.action_pct}%</color> chance to convert negative effect into positive effect,
ID_ABILITY_AIMSUPPORT_HEAL_PASSIVE_3_UPGRADE,Affects up to <color=#86e619>{nextlevel.passive.0.action.0.target.limit}</color> allies,
ID_ABILITY_AIMSUPPORT_HEAL_PASSIVE_4_UPGRADE,+<color=#86e619>{nextlevel.passive.0.action.0.action_pct - thislevel.passive.0.action.0.action_pct}%</color> chance to convert negative effect into positive effect,
ID_ABILITY_AIMTANK_TAUNT_BASIC_1_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage. <color=#86e619>{thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Slow</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turn.,
ID_ABILITY_AIMTANK_TAUNT_BASIC_5_DESC,Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage. Apply <color=#fff568>Slow</color> for <color=#86e619>{thislevel.basic.action.1.procs.0.use_count}</color> turn.,
ID_ABILITY_AIMTANK_TAUNT_BASIC_1_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMTANK_TAUNT_BASIC_2_UPGRADE,+<color=#86e619>{nextlevel.basic.action.1.action_pct - thislevel.basic.action.1.action_pct}%</color> chance to apply <color=#fff568>Slow</color>,
ID_ABILITY_AIMTANK_TAUNT_BASIC_3_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMTANK_TAUNT_BASIC_4_UPGRADE,Always apply <color=#fff568>Slow</color>,
ID_ABILITY_AIMTANK_TAUNT_BASIC_5_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMTANK_TAUNT_BASIC_6_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_AIMTANK_TAUNT_SPECIAL_1_DESC,Gain <color=#fff568>Taunt</color> for <color=#86e619>{thislevel.special.action.0.procs.0.use_count}</color> turn + <color=#fff568>Slow</color> for <color=#86e619>{thislevel.special.action.1.procs.0.use_count}</color> turns. Heal self for <color=#86e619>{thislevel.special.action.2.heal_amt}</color> Health + <color=#86e619>{thislevel.special.action.2.heal_pct}%</color> of Max Health.,
ID_ABILITY_AIMTANK_TAUNT_SPECIAL_1_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.2.heal_amt}</color> Health,
ID_ABILITY_AIMTANK_TAUNT_SPECIAL_3_UPGRADE,This ability costs <color=#86e619>{nextlevel.special.cost}</color> ability energy instead of <color=#86e619>{thislevel.special.cost}</color>,
ID_ABILITY_AIMTANK_TAUNT_SPECIAL_4_UPGRADE,Heal for <color=#86e619>{nextlevel.special.action.2.heal_amt}</color> Health,
ID_ABILITY_AIMTANK_TAUNT_PASSIVE_1_DESC,Gain +<color=#86e619>{thislevel.passive_stats.0.delta}%</color> Max Health.,
ID_ABILITY_AIMTANK_TAUNT_PASSIVE_2_DESC,Gain +<color=#86e619>{thislevel.passive_stats.0.delta}%</color> Max Health and +<color=#86e619>{thislevel.passive_stats.1.delta}%</color> Resistance.,
ID_ABILITY_AIMTANK_TAUNT_PASSIVE_1_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.1.delta - thislevel.passive_stats.1.delta}%</color> Resistance,
ID_ABILITY_AIMTANK_TAUNT_PASSIVE_3_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.0.delta - thislevel.passive_stats.0.delta}%</color> Max Health,
ID_ABILITY_AIMTANK_TAUNT_PASSIVE_4_UPGRADE,+<color=#86e619>{nextlevel.passive_stats.1.delta - thislevel.passive_stats.1.delta}%</color> Resistance,
ID_ABILITY_ANTMAN_BASIC_1_DESC,"Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage + copy a positive effect from the target to Self +<color=#86e619>{thislevel.basic.action.1.removepct}%</color> chance to clear the copied effect.\n\nIf Wasp is an ally, she also gains the copied effect.",
ID_ABILITY_ANTMAN_BASIC_3_DESC,"Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage + copy a positive effect from the target to Self + clear the copied effect.\n\nIf Wasp is an ally, she also gains the copied effect.",
ID_ABILITY_ANTMAN_BASIC_1_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_ANTMAN_BASIC_2_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target\nAlways clear positive effect from target,
ID_ABILITY_ANTMAN_BASIC_3_UPGRADE,+<color=#86e619>{nextlevel.basic.action.0.stat_modifier.0.delta - thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_ANTMAN_BASIC_1_OVERRIDE,"Attack primary target for <color=#86e619>{thislevel.basic.action.0.stat_modifier.0.delta}%</color> damage + copy a positive effect to Self. <color=#86e619>{thislevel.basic.action.1.removepct}%</color> chance to clear the copied effect. If Wasp is an ally, she also gains the copied effect.",
ID_ABILITY_ANTMAN_SPECIAL_1_DESC,Attack primary target for <color=#86e619>{thislevel.special.action.0.stat_modifier.0.delta}%</color> damage + always apply <color=#fff568>Ability Block</color>.\n\nThis attack cannot be dodged or blocked.,
ID_ABILITY_ANTMAN_SPECIAL_6_DESC,Attack primary target for <color=#86e619>{thislevel.special.action.0.stat_modifier.0.delta}%</color> damage + always apply <color=#fff568>Ability Block</color> for <color=#86e619>{thislevel.special.action.1.procs.0.use_count}</color> turns.\n\nThis attack cannot be dodged or blocked.,
ID_ABILITY_ANTMAN_SPECIAL_1_UPGRADE,+<color=#86e619>{nextlevel.special.action.0.stat_modifier.0.delta - thislevel.special.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_ANTMAN_SPECIAL_5_UPGRADE,+<color=#86e619>{nextlevel.special.action.0.stat_modifier.0.delta - thislevel.special.action.0.stat_modifier.0.delta}%</color> damage to primary target\nApply <color=#fff568>Ability Block</color> for <color=#86e619>{nextlevel.special.action.1.procs.0.use_count}</color> turns,
ID_ABILITY_ANTMAN_SPECIAL_6_UPGRADE,+<color=#86e619>{nextlevel.special.action.0.stat_modifier.0.delta - thislevel.special.action.0.stat_modifier.0.delta}%</color> damage to primary target,
ID_ABILITY_ANTMAN_SPECIAL_1_OVERRIDE,Attack primary target for <color=#86e619>{thislevel.special.action.0.stat_modifier.0.delta}%</color> damage + always apply <color=#fff568>Ability Block</color>.\nThis attack cannot be dodged or blocked.,
ID_ABILITY_ANTMAN_ULTIMATE_1_DESC,"Attack all for <color=#86e619>{thislevel.ultimate.action.0.stat_modifier.0.delta}%</color> damage + apply <color=#fff568>Slow</color> to primary target + <color=#86e619>{thislevel.ultimate.action.2.procs.0.spawn_pct}%</color> chance to apply <color=#fff568>Slow</color> to <color=#86e619>{thislevel.ultimate.action.2.target.limit}</color> additional targets.\n\nIf Wasp is an ally, deal an additional +<color=#86e619>{thislevel.ultimate.alternatives.0.action.0.stat_modifier.0.delta - thislevel.ultimate.action.0.stat_modifier.0.delta}%</color> damage to all targets.",
ID_ABILITY_ANTMAN_ULTIMATE_4_DESC,"Attack all for <color=#86e619>{thislevel.ultimate.action.0.stat_modifier.0.delta}%</color> damage + Apply <color=#fff568>Slow</color> to all targets.\n\nIf Wasp is an ally, deal an additional +<color=#86e619>{thislevel.ultimate.alternatives.0.action.0.stat_modifier.0.delta - thislevel.ultimate.action.0.stat_modifier.0.delta}%</color> damage to all targets",
ID_ABILITY_ANTMAN_ULTIMATE_1_UPGRADE,+<color=#86e619>{nextlevel.ultimate.action.0.stat_modifier.0.delta - thislevel.ultimate.action.0.stat_modifier.0.delta}%</color> damage\nChance to apply <color=#fff568>Slow</color> to +<color=#86e619>{nextlevel.ultimate.action.2.target.limit - thislevel.ultimate.action.2.target.limit}</color> additional target,
