sheet_id,gear_Tier,slot1_ID,slot1_LvlReq,slot2_ID,slot2_LvlReq,slot3_ID,slot3_LvlReq,slot4_ID,slot4_LvlReq,slot5_ID,slot5_LvlReq,slot6_ID,slot6_LvlReq,health,damage,armor,focus,resist,crit_Damage,crit_Chance,speed,dodge_Chance,block_Chance,block_Amount,accuracy,
AimControl_Infect,15,T15_Bio_Focus,1000,T15_AimControl_Infect,1000,T14_Bio_Damage,1000,T14_Bio_Resist,1000,T15_Bio_Armor,1000,T7_Bio_Health,1000,39099,3126,3360,1178,812,0,0,0,0,0,0,0,
AimControl_Infect,16,T15_Bio_Focus,1000,T16_AimControl_Infect,1000,T15_Bio_Damage,1000,T16_Bio_Resist,1000,T16_Bio_Armor,1000,T7_Bio_Health,1000,41705,3335,3584,1254,864,0,0,0,0,0,0,0,
AimControl_Infect,17,T17_Bio_Focus,1000,T17_AimControl_Infect,1000,T16_Bio_Damage,1000,T16_Bio_Resist,1000,T17_Bio_Armor,1000,T8_Bio_Health,1000,44434,3553,3818,1333,919,0,0,0,0,0,0,0,
AimControl_Infect,18,T17_Bio_Focus,1000,T18_AimControl_Infect,1000,T17_Bio_Damage,1000,T18_Bio_Resist,1000,T18_Bio_Armor,1000,T8_Bio_Health,1000,47289,3782,4064,1416,976,0,0,0,0,0,0,0,
AimControl_Infect,19,T19_Bio_Focus,1000,T19_AimControl_Infect,1000,T18_Bio_Damage,1000,T18_Bio_Resist,1000,T19_Bio_Armor,1000,T9_Bio_Health,1000,50277,4020,4320,1503,1036,0,0,0,0,0,0,0,
AimControl_Infect,20,T19_Bio_Focus,1000,T20_AimControl_Infect,1000,T19_Bio_Damage,1000,T20_Bio_Resist,1000,T20_Bio_Armor,1000,T9_Bio_Health,1000,53403,4270,4589,1594,1099,0,0,0,0,0,0,0,
AimDmg_Offense,0,,0,,0,,0,,0,,0,,0,55,25,3,39,25,0,0,0,0,0,0,0,
AimDmg_Offense,1,Green_Focus_Mat,1,T1_AimDmg_Offense,1,Green_Damage_Mat,4,Green_Resist_Mat,2,Green_Armor_Mat,3,Green_Health_Mat,1,348,156,21,65,42,0,0,0,0,0,0,0,
AimDmg_Offense,2,T2_Bio_Focus,6,T2_AimDmg_Offense,4,T2_Bio_Damage,4,Green_Resist_Mat,11,Green_Armor_Mat,7,T2_Bio_Health,12,887,332,53,100,64,0,0,0,0,0,0,0,
AimDmg_Offense,3,T3_Bio_Focus,12,T3_AimDmg_Offense,12,T3_Bio_Damage,16,Green_Resist_Mat,16,T2_Bio_Armor,18,T3_Bio_Health,15,1648,529,99,138,88,0,0,0,0,0,0,0,
AimDmg_Offense,4,T4_Bio_Focus,23,T4_AimDmg_Offense,18,T4_Bio_Damage,24,T2_Bio_Resist,23,T3_Bio_Armor,18,T4_Bio_Health,23,2998,748,180,181,116,0,0,0,0,0,0,0,
AimDmg_Offense,5,T5_Bio_Focus,30,T5_AimDmg_Offense,24,T5_Bio_Damage,25,T3_Bio_Resist,24,T4_Bio_Armor,27,T5_Bio_Health,24,4420,993,265,230,147,0,0,0,0,0,0,0,
AimDmg_Offense,6,T6_Bio_Focus,30,T6_AimDmg_Offense,30,T6_Bio_Damage,36,T4_Bio_Resist,30,T5_Bio_Armor,33,T6_Bio_Health,30,6193,1265,372,283,181,0,0,0,0,0,0,0,
AimDmg_Offense,7,T7_Bio_Focus,39,T7_AimDmg_Offense,36,T7_Bio_Damage,36,T5_Bio_Resist,36,T6_Bio_Armor,42,T7_Bio_Health,39,9064,1567,544,342,219,0,0,0,0,0,0,0,
AimDmg_Offense,8,T8_Bio_Focus,47,T8_AimDmg_Offense,42,T8_Bio_Damage,43,T6_Bio_Resist,42,T7_Bio_Armor,46,T8_Bio_Health,48,12688,1900,761,408,261,0,0,0,0,0,0,0,
AimDmg_Offense,9,T9_Bio_Focus,54,T9_AimDmg_Offense,48,T9_Bio_Damage,48,T7_Bio_Resist,48,T8_Bio_Armor,48,T9_Bio_Health,48,16163,2270,970,481,307,0,0,0,0,0,0,0,
AimDmg_Offense,10,T10_Bio_Focus,58,T10_AimDmg_Offense,54,T10_Bio_Damage,54,T8_Bio_Resist,56,T9_Bio_Armor,60,T10_Bio_Health,54,20255,2677,1215,561,358,0,0,0,0,0,0,0,
AimDmg_Offense,11,T11_Bio_Focus,65,T11_AimDmg_Offense,60,T11_Bio_Damage,63,T9_Bio_Resist,60,T10_Bio_Armor,60,T11_Bio_Health,61,23062,3048,1384,634,405,0,0,0,0,0,0,0,
AimDmg_Offense,12,T12_Bio_Focus,65,T12_AimDmg_Offense,65,T12_Bio_Damage,65,T10_Bio_Resist,67,T11_Bio_Armor,70,T12_Bio_Health,69,26103,3450,1566,713,456,0,0,0,0,0,0,0,
AimDmg_Offense,13,T13_Bio_Focus,1000,T13_AimDmg_Offense,1000,T13_Bio_Damage,1000,T13_Bio_Resist,1000,T12_Bio_Armor,1000,T13_Bio_Health,1000,30864,3885,1764,798,510,0,0,0,0,0,0,0,
AimDmg_Offense,14,T14_Bio_Focus,1000,T14_AimDmg_Offense,1000,T14_Bio_Damage,1000,T13_Bio_Resist,1000,T13_Bio_Armor,1000,T14_Bio_Health,1000,34601,4355,1977,891,570,0,0,0,0,0,0,0,
AimDmg_Offense,15,T15_Bio_Focus,1000,T15_AimDmg_Offense,1000,T15_Bio_Damage,1000,T15_Bio_Resist,1000,T14_Bio_Armor,1000,T15_Bio_Health,1000,38639,4864,2208,991,634,0,0,0,0,0,0,0,
AimDmg_Offense,16,T16_Bio_Focus,1000,T16_AimDmg_Offense,1000,T16_Bio_Damage,1000,T15_Bio_Resist,1000,T15_Bio_Armor,1000,T16_Bio_Health,1000,41215,5188,2355,1055,674,0,0,0,0,0,0,0,
AimDmg_Offense,17,T17_Bio_Focus,1000,T17_AimDmg_Offense,1000,T17_Bio_Damage,1000,T17_Bio_Resist,1000,T16_Bio_Armor,1000,T17_Bio_Health,1000,43911,5527,2509,1122,717,0,0,0,0,0,0,0,
AimDmg_Offense,18,T18_Bio_Focus,1000,T18_AimDmg_Offense,1000,T18_Bio_Damage,1000,T17_Bio_Resist,1000,T17_Bio_Armor,1000,T18_Bio_Health,1000,46733,5882,2670,1192,762,0,0,0,0,0,0,0,
AimDmg_Offense,19,T19_Bio_Focus,1000,T19_AimDmg_Offense,1000,T19_Bio_Damage,1000,T19_Bio_Resist,1000,T18_Bio_Armor,1000,T19_Bio_Health,1000,49686,6254,2839,1264,808,0,0,0,0,0,0,0,
AimDmg_Offense,20,T20_Bio_Focus,1000,T20_AimDmg_Offense,1000,T20_Bio_Damage,1000,T19_Bio_Resist,1000,T19_Bio_Armor,1000,T20_Bio_Health,1000,52774,6643,3016,1341,857,0,0,0,0,0,0,0,
AimDmg_Speed,0,,0,,0,,0,,0,,0,,0,54,24,4,32,18,0,0,0,0,0,0,0,
AimDmg_Speed,1,Green_Focus_Mat,2,T1_AimDmg_Speed,1,Green_Damage_Mat,3,Green_Resist_Mat,1,Green_Armor_Mat,4,Green_Health_Mat,1,340,148,23,53,29,0,0,0,0,0,0,0,
AimDmg_Speed,2,Green_Focus_Mat,9,T2_AimDmg_Speed,4,Green_Damage_Mat,12,Green_Resist_Mat,4,T2_Tech_Armor,5,T2_Tech_Health,11,868,316,58,82,45,0,0,0,0,0,0,0,
AimDmg_Speed,3,T3_Tech_Focus,18,T3_AimDmg_Speed,12,T3_Tech_Damage,13,Green_Resist_Mat,16,T2_Tech_Armor,12,T3_Tech_Health,14,1612,502,108,113,62,0,0,0,0,0,0,0,
AimDmg_Speed,4,T3_Tech_Focus,18,T4_AimDmg_Speed,18,T3_Tech_Damage,22,Green_Resist_Mat,23,T4_Tech_Armor,24,T4_Tech_Health,22,2933,711,196,149,82,0,0,0,0,0,0,0,
AimDmg_Speed,5,T5_Tech_Focus,30,T5_AimDmg_Speed,24,T5_Tech_Damage,27,Green_Resist_Mat,28,T4_Tech_Armor,24,T5_Tech_Health,27,4324,943,288,188,104,0,0,0,0,0,0,0,
AimDmg_Speed,6,T5_Tech_Focus,31,T6_AimDmg_Speed,30,T5_Tech_Damage,30,Green_Resist_Mat,33,T6_Tech_Armor,32,T6_Tech_Health,36,6058,1202,404,232,128,0,0,0,0,0,0,0,
AimDmg_Speed,7,T7_Tech_Focus,41,T7_AimDmg_Speed,36,T7_Tech_Damage,37,Green_Resist_Mat,36,T6_Tech_Armor,36,T7_Tech_Health,42,8867,1488,591,281,154,0,0,0,0,0,0,0,
AimDmg_Speed,8,T7_Tech_Focus,43,T8_AimDmg_Speed,42,T7_Tech_Damage,44,T2_Tech_Resist,47,T8_Tech_Armor,48,T8_Tech_Health,42,12412,1806,828,334,184,0,0,0,0,0,0,0,
AimDmg_Speed,9,T9_Tech_Focus,48,T9_AimDmg_Speed,48,T9_Tech_Damage,53,T3_Tech_Resist,53,T8_Tech_Armor,52,T9_Tech_Health,54,15811,2156,1054,394,217,0,0,0,0,0,0,0,
AimDmg_Speed,10,T9_Tech_Focus,57,T10_AimDmg_Speed,54,T9_Tech_Damage,57,T3_Tech_Resist,58,T10_Tech_Armor,54,T10_Tech_Health,60,19814,2543,1321,460,253,0,0,0,0,0,0,0,
AimDmg_Speed,11,T11_Tech_Focus,60,T11_AimDmg_Speed,60,T11_Tech_Damage,63,T3_Tech_Resist,60,T10_Tech_Armor,64,T11_Tech_Health,65,22561,2896,1504,520,286,0,0,0,0,0,0,0,
AimDmg_Speed,12,T11_Tech_Focus,68,T12_AimDmg_Speed,65,T11_Tech_Damage,70,T4_Tech_Resist,67,T12_Tech_Armor,65,T12_Tech_Health,65,25536,3278,1702,584,321,0,0,0,0,0,0,0,
AimDmg_Speed,13,T13_Tech_Focus,1000,T13_AimDmg_Speed,1000,T13_Tech_Damage,1000,T1_Tech_Resist,1000,T12_Tech_Armor,1000,T13_Tech_Health,1000,31631,4244,1917,654,360,0,0,0,0,0,0,0,
AimDmg_Speed,14,T13_Tech_Focus,1000,T14_AimDmg_Speed,1000,T13_Tech_Damage,1000,T1_Tech_Resist,1000,T14_Tech_Armor,1000,T14_Tech_Health,1000,35460,4758,2149,730,402,0,0,0,0,0,0,0,
AimDmg_Speed,15,T15_Tech_Focus,1000,T15_AimDmg_Speed,1000,T15_Tech_Damage,1000,T1_Tech_Resist,1000,T14_Tech_Armor,1000,T15_Tech_Health,1000,39599,5313,2400,812,447,0,0,0,0,0,0,0,
AimDmg_Speed,16,T15_Tech_Focus,1000,T16_AimDmg_Speed,1000,T15_Tech_Damage,1000,T1_Tech_Resist,1000,T16_Tech_Armor,1000,T16_Tech_Health,1000,42238,5668,2560,864,476,0,0,0,0,0,0,0,
AimDmg_Speed,17,T17_Tech_Focus,1000,T17_AimDmg_Speed,1000,T17_Tech_Damage,1000,T1_Tech_Resist,1000,T16_Tech_Armor,1000,T17_Tech_Health,1000,45002,6038,2727,919,506,0,0,0,0,0,0,0,
AimDmg_Speed,18,T17_Tech_Focus,1000,T18_AimDmg_Speed,1000,T17_Tech_Damage,1000,T1_Tech_Resist,1000,T18_Tech_Armor,1000,T18_Tech_Health,1000,47894,6426,2903,976,537,0,0,0,0,0,0,0,
AimDmg_Speed,19,T19_Tech_Focus,1000,T19_AimDmg_Speed,1000,T19_Tech_Damage,1000,T1_Tech_Resist,1000,T18_Tech_Armor,1000,T19_Tech_Health,1000,50920,6832,3086,1036,570,0,0,0,0,0,0,0,
AimDmg_Speed,20,T19_Tech_Focus,1000,T20_AimDmg_Speed,1000,T19_Tech_Damage,1000,T1_Tech_Resist,1000,T20_Tech_Armor,1000,T20_Tech_Health,1000,54086,7257,3278,1099,604,0,0,0,0,0,0,0,
AimSupport_Heal,0,,0,,0,,0,,0,,0,,0,100,16,4,25,39,0,0,0,0,0,0,0,
AimSupport_Heal,1,Green_Focus_Mat,1,T1_AimSupport_Heal,1,Green_Damage_Mat,4,Green_Resist_Mat,3,Green_Armor_Mat,3,Green_Health_Mat,2,632,100,23,42,65,0,0,0,0,0,0,0,
AimSupport_Heal,2,Green_Focus_Mat,10,T2_AimSupport_Heal,4,Green_Damage_Mat,10,Green_Resist_Mat,4,T2_Skill_Armor,7,T2_Skill_Health,12,1611,214,58,64,100,0,0,0,0,0,0,0,
AimSupport_Heal,3,Green_Focus_Mat,17,T3_AimSupport_Heal,12,Green_Damage_Mat,12,T3_Skill_Resist,13,T2_Skill_Armor,12,T3_Skill_Health,18,2992,340,108,88,138,0,0,0,0,0,0,0,
AimSupport_Heal,4,T2_Skill_Focus,24,T4_AimSupport_Heal,18,T2_Skill_Damage,18,T3_Skill_Resist,22,T4_Skill_Armor,19,T4_Skill_Health,19,5445,481,196,116,181,0,0,0,0,0,0,0,
AimSupport_Heal,5,T3_Skill_Focus,24,T5_AimSupport_Heal,24,T3_Skill_Damage,30,T5_Skill_Resist,26,T4_Skill_Armor,28,T5_Skill_Health,26,8028,638,288,147,230,0,0,0,0,0,0,0,
AimSupport_Heal,6,T4_Skill_Focus,34,T6_AimSupport_Heal,30,T4_Skill_Damage,36,T5_Skill_Resist,30,T6_Skill_Armor,35,T6_Skill_Health,30,11249,813,404,181,283,0,0,0,0,0,0,0,
AimSupport_Heal,7,T5_Skill_Focus,41,T7_AimSupport_Heal,36,T5_Skill_Damage,39,T7_Skill_Resist,40,T6_Skill_Armor,42,T7_Skill_Health,36,16464,1007,591,219,342,0,0,0,0,0,0,0,
AimSupport_Heal,8,T6_Skill_Focus,42,T8_AimSupport_Heal,42,T6_Skill_Damage,48,T7_Skill_Resist,42,T8_Skill_Armor,42,T8_Skill_Health,43,23046,1222,828,261,408,0,0,0,0,0,0,0,
AimSupport_Heal,9,T7_Skill_Focus,51,T9_AimSupport_Heal,48,T7_Skill_Damage,48,T9_Skill_Resist,49,T8_Skill_Armor,53,T9_Skill_Health,54,29356,1459,1054,307,481,0,0,0,0,0,0,0,
AimSupport_Heal,10,T8_Skill_Focus,58,T10_AimSupport_Heal,54,T8_Skill_Damage,60,T9_Skill_Resist,57,T10_Skill_Armor,54,T10_Skill_Health,59,36789,1721,1321,358,561,0,0,0,0,0,0,0,
AimSupport_Heal,11,T9_Skill_Focus,60,T11_AimSupport_Heal,60,T9_Skill_Damage,62,T11_Skill_Resist,60,T10_Skill_Armor,61,T11_Skill_Health,65,41888,1960,1504,405,634,0,0,0,0,0,0,0,
AimSupport_Heal,12,T10_Skill_Focus,65,T12_AimSupport_Heal,65,T10_Skill_Damage,66,T11_Skill_Resist,66,T12_Skill_Armor,70,T12_Skill_Health,69,47411,2218,1702,456,713,0,0,0,0,0,0,0,
AimSupport_Heal,13,T11_Skill_Focus,1000,T13_AimSupport_Heal,1000,T11_Skill_Damage,1000,T13_Skill_Resist,1000,T12_Skill_Armor,1000,T13_Skill_Health,1000,53389,2498,1917,510,798,0,0,0,0,0,0,0,
AimSupport_Heal,14,T12_Skill_Focus,1000,T14_AimSupport_Heal,1000,T12_Skill_Damage,1000,T13_Skill_Resist,1000,T14_Skill_Armor,1000,T14_Skill_Health,1000,59853,2800,2149,570,891,0,0,0,0,0,0,0,
AimSupport_Heal,15,T13_Skill_Focus,1000,T15_AimSupport_Heal,1000,T13_Skill_Damage,1000,T15_Skill_Resist,1000,T14_Skill_Armor,1000,T15_Skill_Health,1000,66838,3126,2400,634,991,0,0,0,0,0,0,0,
AimSupport_Heal,16,T14_Skill_Focus,1000,T16_AimSupport_Heal,1000,T14_Skill_Damage,1000,T15_Skill_Resist,1000,T16_Skill_Armor,1000,T16_Skill_Health,1000,71293,3335,2560,674,1055,0,0,0,0,0,0,0,
AimSupport_Heal,17,T15_Skill_Focus,1000,T17_AimSupport_Heal,1000,T15_Skill_Damage,1000,T17_Skill_Resist,1000,T16_Skill_Armor,1000,T17_Skill_Health,1000,75958,3553,2727,717,1122,0,0,0,0,0,0,0,
AimSupport_Heal,18,T16_Skill_Focus,1000,T18_AimSupport_Heal,1000,T16_Skill_Damage,1000,T17_Skill_Resist,1000,T18_Skill_Armor,1000,T18_Skill_Health,1000,80839,3782,2903,762,1192,0,0,0,0,0,0,0,
AimSupport_Heal,19,T17_Skill_Focus,1000,T19_AimSupport_Heal,1000,T17_Skill_Damage,1000,T19_Skill_Resist,1000,T18_Skill_Armor,1000,T19_Skill_Health,1000,85947,4020,3086,808,1264,0,0,0,0,0,0,0,
AimSupport_Heal,20,T18_Skill_Focus,1000,T20_AimSupport_Heal,1000,T18_Skill_Damage,1000,T19_Skill_Resist,1000,T20_Skill_Armor,1000,T20_Skill_Health,1000,91290,4270,3278,857,1341,0,0,0,0,0,0,0,
AimTank_Taunt,0,,0,,0,,0,,0,,0,,0,100,17,5,32,39,0,0,0,0,0,0,0,
AimTank_Taunt,1,Green_Focus_Mat,1,T1_AimTank_Taunt,1,Green_Damage_Mat,2,Green_Resist_Mat,3,Green_Armor_Mat,1,Green_Health_Mat,4,632,106,33,53,65,0,0,0,0,0,0,0,
AimTank_Taunt,2,Green_Focus_Mat,11,T2_AimTank_Taunt,4,Green_Damage_Mat,12,T2_Tech_Resist,4,T2_Tech_Armor,8,T2_Tech_Health,10,1610,225,85,82,100,0,0,0,0,0,0,0,
AimTank_Taunt,3,T2_Tech_Focus,15,T3_AimTank_Taunt,12,T2_Tech_Damage,13,T3_Tech_Resist,12,T3_Tech_Armor,12,T3_Tech_Health,18,2990,359,158,113,138,0,0,0,0,0,0,0,
AimTank_Taunt,4,T4_Tech_Focus,23,T4_AimTank_Taunt,18,T3_Tech_Damage,24,T4_Tech_Resist,18,T4_Tech_Armor,23,T4_Tech_Health,21,5442,508,288,149,181,0,0,0,0,0,0,0,
AimTank_Taunt,5,T4_Tech_Focus,30,T5_AimTank_Taunt,24,T4_Tech_Damage,27,T5_Tech_Resist,28,T5_Tech_Armor,28,T5_Tech_Health,24,8023,674,424,188,230,0,0,0,0,0,0,0,
AimTank_Taunt,6,T6_Tech_Focus,33,T6_AimTank_Taunt,30,T5_Tech_Damage,32,T6_Tech_Resist,30,T6_Tech_Armor,35,T6_Tech_Health,36,11242,858,594,232,283,0,0,0,0,0,0,0,
AimTank_Taunt,7,T6_Tech_Focus,37,T7_AimTank_Taunt,36,T6_Tech_Damage,37,T7_Tech_Resist,36,T7_Tech_Armor,36,T7_Tech_Health,42,16454,1063,869,281,342,0,0,0,0,0,0,0,
AimTank_Taunt,8,T8_Tech_Focus,48,T8_AimTank_Taunt,42,T7_Tech_Damage,44,T8_Tech_Resist,46,T8_Tech_Armor,42,T8_Tech_Health,43,23032,1290,1216,334,408,0,0,0,0,0,0,0,
AimTank_Taunt,9,T8_Tech_Focus,50,T9_AimTank_Taunt,48,T8_Tech_Damage,51,T9_Tech_Resist,52,T9_Tech_Armor,54,T9_Tech_Health,48,29339,1540,1550,394,481,0,0,0,0,0,0,0,
AimTank_Taunt,10,T10_Tech_Focus,54,T10_AimTank_Taunt,54,T9_Tech_Damage,55,T10_Tech_Resist,59,T10_Tech_Armor,60,T10_Tech_Health,58,36767,1816,1942,460,561,0,0,0,0,0,0,0,
AimTank_Taunt,11,T10_Tech_Focus,62,T11_AimTank_Taunt,60,T10_Tech_Damage,60,T11_Tech_Resist,60,T11_Tech_Armor,62,T11_Tech_Health,65,41863,2068,2211,520,634,0,0,0,0,0,0,0,
