id,cost_resource,vip1,vip2,vip3,vip4,vip5,vip6,vip7,vip8,vip9,vip10,vip11,vip12,vip13,vip14,vip15,vip16,vip17,vip18,vip19,vip20,
41,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
42,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
43,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
44,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
45,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
46,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
47,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
48,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
49,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
50,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
51,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
52,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
53,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
54,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
55,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
56,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
57,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
58,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
59,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
60,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
61,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
62,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
63,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
64,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
65,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
66,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
67,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
68,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
69,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
70,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
71,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
72,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
73,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
74,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
75,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
76,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
77,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
78,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
79,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
80,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
81,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
82,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
83,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
84,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
85,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
86,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
87,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
88,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
89,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
90,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
91,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
92,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
93,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
94,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
95,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
96,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
97,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
98,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
99,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
100,heal-insanity-cur-02,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
